time,strain
8.52375654,1.52E-07
8.525709785,3.28E-06
8.527663029,2.37E-06
8.529616273,4.11E-06
8.531569517,5.64E-06
8.533522761,5.10E-06
8.535476005,3.32E-06
8.537429249,2.14E-06
8.539382493,3.11E-06
8.541335737,3.10E-06
8.543288981,3.59E-06
8.545242225,2.71E-06
8.547195469,8.26E-07
8.549148713,-2.79E-07
8.551101957,-3.10E-07
8.553055201,-4.48E-07
8.555008445,1.51E-08
8.556961689,1.11E-06
8.558914933,1.58E-06
8.560868177,1.23E-06
8.562821422,6.34E-07
8.564774666,-2.22E-07
8.56672791,-1.28E-06
8.568681154,-1.36E-06
8.570634398,-3.31E-06
8.572587642,-3.07E-06
8.574540886,-3.20E-06
8.57649413,-1.65E-06
8.578447374,-4.07E-06
8.580400618,-5.01E-06
8.582353862,-5.78E-06
8.584307106,-4.82E-06
8.58626035,-5.69E-06
8.588213594,-6.27E-06
8.590166838,-5.49E-06
8.592120082,-7.82E-06
8.594073326,-9.22E-06
8.59602657,-9.11E-06
8.597979814,-9.02E-06
8.599933059,-1.16E-05
8.601886303,-1.18E-05
8.603839547,-1.12E-05
8.605792791,-1.32E-05
8.607746035,-1.45E-05
8.609699279,-1.51E-05
8.611652523,-1.53E-05
8.613605767,-1.75E-05
8.615559011,-1.77E-05
8.617512255,-1.85E-05
8.619465499,-2.05E-05
8.621418743,-2.23E-05
8.623371987,-2.23E-05
8.625325231,-2.46E-05
8.627278475,-2.78E-05
8.629231719,-2.98E-05
8.631184963,-2.73E-05
8.633138207,-1.99E-05
8.635091451,-1.39E-05
8.637044696,-9.21E-06
8.63899794,-6.35E-06
8.640951184,-6.89E-06
8.642904428,-8.45E-06
8.644857672,-1.08E-05
8.646810916,-1.33E-05
8.64876416,-1.67E-05
8.650717404,-2.06E-05
8.652670648,-2.48E-05
8.654623892,-2.76E-05
8.656577136,-2.43E-05
8.65853038,-2.20E-05
8.660483624,-2.24E-05
8.662436868,-2.36E-05
8.664390112,-2.04E-05
8.666343356,-1.78E-05
8.6682966,-1.71E-05
8.670249844,-1.25E-05
8.672203088,-1.05E-05
8.674156333,-1.61E-05
8.676109577,-1.38E-05
8.678062821,-9.41E-06
8.680016065,-1.10E-05
8.681969309,-1.13E-05
8.683922553,-1.14E-05
8.685875797,-1.12E-05
8.687829041,-8.67E-06
8.689782285,-6.53E-06
8.691735529,-6.15E-06
8.693688773,-4.23E-06
8.695642017,-3.21E-06
8.697595261,-2.77E-06
8.699548505,-3.99E-06
8.701501749,-6.45E-06
8.703454993,-2.00E-06
8.705408237,2.51E-07
8.707361481,-2.22E-06
8.709314725,2.78E-06
8.71126797,2.26E-06
8.713221214,2.04E-06
8.715174458,-5.03E-07
8.717127702,2.26E-06
8.719080946,-5.24E-07
8.72103419,3.46E-07
8.722987434,1.18E-06
8.724940678,7.23E-07
8.726893922,-2.57E-07
8.728847166,1.95E-06
8.73080041,4.27E-06
8.732753654,3.87E-06
8.734706898,3.32E-06
8.736660142,5.48E-06
8.738613386,4.67E-06
8.74056663,2.53E-06
8.742519874,2.59E-06
8.744473118,2.37E-06
8.746426362,1.92E-06
8.748379607,2.23E-06
8.750332851,3.88E-06
8.752286095,3.82E-06
8.754239339,2.58E-06
8.756192583,9.57E-07
8.758145827,8.81E-07
8.760099071,7.22E-07
8.762052315,-3.55E-07
8.764005559,1.12E-06
8.765958803,-1.77E-06
8.767912047,-2.12E-06
8.769865291,-3.07E-06
8.771818535,-2.26E-06
8.773771779,-3.68E-06
8.775725023,-3.53E-06
8.777678267,-4.64E-06
8.779631511,-7.07E-06
8.781584755,-6.36E-06
8.783537999,-7.37E-06
8.785491244,-8.45E-06
8.787444488,-9.35E-06
8.789397732,-9.36E-06
8.791350976,-1.00E-05
8.79330422,-1.18E-05
8.795257464,-1.39E-05
8.797210708,-1.63E-05
8.799163952,-1.73E-05
8.801117196,-1.83E-05
8.80307044,-1.78E-05
8.805023684,-2.02E-05
8.806976928,-2.27E-05
8.808930172,-2.67E-05
8.810883416,-2.95E-05
8.81283666,-3.11E-05
8.814789904,-2.86E-05
8.816743148,-2.23E-05
8.818696392,-1.92E-05
8.820649636,-2.23E-05
8.822602881,-2.72E-05
8.824556125,-2.99E-05
8.826509369,-2.87E-05
8.828462613,-2.50E-05
8.830415857,-2.02E-05
8.832369101,-1.70E-05
8.834322345,-1.55E-05
8.836275589,-1.34E-05
8.838228833,-1.32E-05
8.840182077,-1.11E-05
8.842135321,-8.77E-06
8.844088565,-6.10E-06
8.846041809,-7.69E-06
8.847995053,-7.97E-06
8.849948297,-1.01E-05
8.851901541,-9.91E-06
8.853854785,-9.55E-06
8.855808029,-7.58E-06
8.857761273,-8.53E-06
8.859714518,-8.61E-06
8.861667762,-6.16E-06
8.863621006,-5.98E-06
8.86557425,-6.08E-06
8.867527494,-5.27E-06
8.869480738,-4.11E-06
8.871433982,-5.05E-06
8.873387226,-5.41E-06
8.87534047,-4.77E-06
8.877293714,-4.34E-06
8.879246958,-3.95E-06
8.881200202,-3.83E-06
8.883153446,-2.36E-06
8.88510669,-2.80E-06
8.887059934,-2.01E-06
8.889013178,-1.74E-06
8.890966422,-1.99E-06
8.892919666,-2.19E-06
8.89487291,-3.25E-06
8.896826155,-3.12E-06
8.898779399,-1.13E-06
8.900732643,-8.39E-07
8.902685887,9.66E-08
8.904639131,1.52E-06
8.906592375,2.13E-06
8.908545619,2.18E-06
8.910498863,1.63E-06
8.912452107,1.78E-06
8.914405351,2.19E-06
8.916358595,3.14E-06
8.918311839,2.43E-06
8.920265083,3.19E-06
8.922218327,2.58E-06
8.924171571,4.63E-06
8.926124815,4.13E-06
8.928078059,5.46E-06
8.930031303,5.91E-06
8.931984547,5.64E-06
8.933937792,3.59E-06
8.935891036,3.47E-06
8.93784428,4.27E-06
8.939797524,5.13E-06
8.941750768,6.28E-06
8.943704012,6.32E-06
8.945657256,6.64E-06
8.9476105,5.84E-06
8.949563744,6.96E-06
8.951516988,7.27E-06
8.953470232,6.69E-06
8.955423476,6.46E-06
8.95737672,6.12E-06
8.959329964,6.62E-06
8.961283208,7.47E-06
8.963236452,8.48E-06
8.965189696,9.28E-06
8.96714294,8.18E-06
8.969096184,8.85E-06
8.971049429,8.60E-06
8.973002673,8.06E-06
8.974955917,7.34E-06
8.976909161,8.11E-06
8.978862405,8.66E-06
8.980815649,8.10E-06
8.982768893,1.04E-05
8.984722137,1.10E-05
8.986675381,9.25E-06
8.988628625,8.46E-06
8.990581869,6.87E-06
8.992535113,9.11E-06
8.994488357,8.98E-06
8.996441601,9.92E-06
8.998394845,1.18E-05
9.000348089,1.12E-05
9.002301333,9.28E-06
9.004254577,1.24E-05
9.006207821,8.16E-06
9.008161066,6.19E-06
9.01011431,9.24E-06
9.012067554,9.44E-06
9.014020798,7.62E-06
9.015974042,7.95E-06
9.017927286,1.02E-05
9.01988053,9.39E-06
9.021833774,9.80E-06
9.023787018,1.17E-05
9.025740262,1.01E-05
9.027693506,6.88E-06
9.02964675,4.65E-06
9.031599994,9.19E-06
9.033553238,4.79E-06
9.035506482,5.61E-06
9.037459726,1.04E-05
9.03941297,8.49E-06
9.041366214,5.46E-06
9.043319458,8.23E-06
9.045272703,1.14E-05
9.047225947,7.08E-06
9.049179191,3.13E-06
9.051132435,4.08E-06
9.053085679,2.10E-06
9.055038923,-7.20E-07
9.056992167,9.69E-07
9.058945411,9.18E-07
9.060898655,2.84E-06
9.062851899,5.23E-06
9.064805143,6.29E-06
9.066758387,5.69E-06
9.068711631,4.09E-06
9.070664875,1.67E-08
9.072618119,4.78E-07
9.074571363,-1.45E-06
9.076524607,-1.65E-06
9.078477851,-3.07E-06
9.080431095,-2.57E-06
9.08238434,-1.75E-06
9.084337584,-1.29E-06
9.086290828,-2.92E-06
9.088244072,-2.72E-06
9.090197316,-4.49E-06
9.09215056,-5.17E-06
9.094103804,-5.62E-06
9.096057048,-6.28E-06
9.098010292,-7.88E-06
9.099963536,-9.87E-06
9.10191678,-9.92E-06
9.103870024,-1.07E-05
9.105823268,-9.96E-06
9.107776512,-1.02E-05
9.109729756,-1.16E-05
9.111683,-1.43E-05
9.113636244,-1.63E-05
9.115589488,-1.60E-05
9.117542732,-1.72E-05
9.119495977,-1.74E-05
9.121449221,-1.89E-05
9.123402465,-2.04E-05
9.125355709,-2.03E-05
9.127308953,-2.08E-05
9.129262197,-2.29E-05
9.131215441,-2.75E-05
9.133168685,-2.78E-05
9.135121929,-2.74E-05
9.137075173,-2.60E-05
9.139028417,-2.05E-05
9.140981661,-1.41E-05
9.142934905,-7.40E-06
9.144888149,-7.49E-06
9.146841393,-1.01E-05
9.148794637,-1.33E-05
9.150747881,-1.50E-05
9.152701125,-1.71E-05
9.154654369,-2.15E-05
9.156607614,-2.27E-05
9.158560858,-2.38E-05
9.160514102,-2.36E-05
9.162467346,-2.39E-05
9.16442059,-2.38E-05
9.166373834,-2.41E-05
9.168327078,-2.22E-05
9.170280322,-2.16E-05
9.172233566,-1.73E-05
9.17418681,-1.68E-05
9.176140054,-1.81E-05
9.178093298,-1.52E-05
9.180046542,-1.26E-05
9.181999786,-1.38E-05
9.18395303,-1.05E-05
9.185906274,-1.40E-05
9.187859518,-1.33E-05
9.189812762,-1.15E-05
9.191766006,-8.05E-06
9.19371925,-3.96E-06
9.195672495,-2.72E-06
9.197625739,-1.82E-06
9.199578983,-2.50E-06
9.201532227,2.11E-06
9.203485471,-9.47E-06
9.205438715,-5.31E-06
9.207391959,-2.68E-06
9.209345203,-7.81E-06
9.211298447,1.66E-06
9.213251691,2.19E-06
9.215204935,4.12E-06
9.217158179,-2.60E-06
9.219111423,1.65E-06
9.221064667,1.46E-06
9.223017911,1.08E-06
9.224971155,3.12E-06
9.226924399,-3.00E-07
9.228877643,-5.79E-06
9.230830887,-1.70E-06
9.232784132,8.60E-07
9.234737376,2.68E-06
9.23669062,2.10E-06
9.238643864,5.10E-06
9.240597108,6.43E-06
9.242550352,3.42E-06
9.244503596,2.86E-06
9.24645684,2.46E-06
9.248410084,1.81E-06
9.250363328,2.04E-07
9.252316572,2.59E-06
9.254269816,-8.17E-07
9.25622306,9.83E-07
9.258176304,1.39E-06
9.260129548,-1.06E-06
9.262082792,7.82E-08
9.264036036,-3.21E-07
9.26598928,-5.63E-07
9.267942524,-3.09E-06
9.269895769,4.03E-07
9.271849013,-6.67E-06
9.273802257,-9.38E-06
9.275755501,-4.70E-06
9.277708745,-9.60E-06
9.279661989,-6.16E-06
9.281615233,-9.67E-06
9.283568477,-6.41E-06
9.285521721,-8.39E-06
9.287474965,-1.09E-05
9.289428209,-9.79E-06
9.291381453,-1.32E-05
9.293334697,-1.43E-05
9.295287941,-1.56E-05
9.297241185,-1.73E-05
9.299194429,-1.95E-05
9.301147673,-2.06E-05
9.303100917,-1.87E-05
9.305054161,-1.90E-05
9.307007406,-2.19E-05
9.30896065,-2.39E-05
9.310913894,-2.75E-05
9.312867138,-2.93E-05
9.314820382,-3.11E-05
9.316773626,-2.62E-05
9.31872687,-2.04E-05
9.320680114,-2.05E-05
9.322633358,-2.11E-05
9.324586602,-2.53E-05
9.326539846,-2.86E-05
9.32849309,-2.65E-05
9.330446334,-2.28E-05
9.332399578,-2.00E-05
9.334352822,-1.46E-05
9.336306066,-1.24E-05
9.33825931,-1.61E-05
9.340212554,-1.37E-05
9.342165798,-1.06E-05
9.344119043,-9.02E-06
9.346072287,-9.23E-06
9.348025531,-6.94E-06
9.349978775,-7.62E-06
9.351932019,-1.05E-05
9.353885263,-1.03E-05
9.355838507,-9.12E-06
9.357791751,-9.94E-06
9.359744995,-9.53E-06
9.361698239,-7.19E-06
9.363651483,-6.47E-06
9.365604727,-7.34E-06
9.367557971,-6.39E-06
9.369511215,-3.18E-06
9.371464459,-5.55E-06
9.373417703,-5.78E-06
9.375370947,-8.72E-06
9.377324191,-7.92E-06
9.379277435,-3.77E-06
9.38123068,-7.61E-06
9.383183924,-2.51E-06
9.385137168,-2.28E-06
9.387090412,-2.43E-06
9.389043656,-3.19E-06
9.3909969,-3.55E-06
9.392950144,4.28E-07
9.394903388,-1.02E-06
9.396856632,-6.10E-06
9.398809876,-4.72E-06
9.40076312,-5.34E-06
9.402716364,-4.22E-06
9.404669608,-1.07E-06
9.406622852,5.58E-07
9.408576096,2.43E-06
9.41052934,9.75E-07
9.412482584,-3.67E-07
9.414435828,4.29E-06
9.416389072,1.66E-06
9.418342317,-3.52E-07
9.420295561,-2.95E-07
9.422248805,-8.48E-07
9.424202049,1.88E-06
9.426155293,2.31E-06
9.428108537,4.15E-06
9.430061781,4.57E-06
9.432015025,2.78E-06
9.433968269,1.62E-06
9.435921513,9.56E-07
9.437874757,1.76E-06
9.439828001,3.74E-06
9.441781245,2.92E-06
9.443734489,4.99E-06
9.445687733,4.28E-06
9.447640977,3.28E-06
9.449594221,2.45E-06
9.451547465,3.53E-06
9.453500709,4.64E-06
9.455453954,3.52E-06
9.457407198,4.51E-06
9.459360442,3.60E-06
9.461313686,3.80E-06
9.46326693,4.46E-06
9.465220174,5.21E-06
9.467173418,4.98E-06
9.469126662,5.29E-06
9.471079906,5.08E-06
9.47303315,4.80E-06
9.474986394,3.88E-06
9.476939638,4.67E-06
9.478892882,4.08E-06
9.480846126,3.71E-06
9.48279937,4.80E-06
9.484752614,9.16E-06
9.486705858,7.72E-06
9.488659102,5.70E-06
9.490612346,4.44E-06
9.492565591,5.80E-06
9.494518835,4.73E-06
9.496472079,4.96E-06
9.498425323,4.71E-06
9.500378567,4.90E-06
9.502331811,5.19E-06
9.504285055,5.27E-06
9.506238299,6.06E-06
9.508191543,7.94E-06
9.510144787,6.48E-06
9.512098031,6.28E-06
9.514051275,4.34E-06
9.516004519,4.64E-06
9.517957763,3.66E-06
9.519911007,3.95E-06
9.521864251,4.21E-06
9.523817495,4.86E-06
9.525770739,6.40E-06
9.527723983,5.53E-06
9.529677228,4.85E-06
9.531630472,4.91E-06
9.533583716,5.04E-06
9.53553696,4.09E-06
9.537490204,5.79E-06
9.539443448,4.45E-06
9.541396692,2.88E-06
9.543349936,4.49E-06
9.54530318,3.96E-06
9.547256424,2.67E-06
9.549209668,3.04E-06
9.551162912,3.33E-06
9.553116156,3.09E-06
9.5550694,1.39E-06
9.557022644,2.50E-06
9.558975888,2.43E-06
9.560929132,2.83E-06
9.562882376,3.21E-06
9.56483562,3.82E-06
9.566788865,3.85E-06
9.568742109,2.51E-06
9.570695353,2.67E-06
9.572648597,2.95E-06
9.574601841,2.20E-06
9.576555085,1.78E-06
9.578508329,1.09E-06
9.580461573,7.49E-07
9.582414817,1.26E-07
9.584368061,1.04E-06
9.586321305,6.27E-07
9.588274549,2.33E-06
9.590227793,2.73E-06
9.592181037,3.27E-06
9.594134281,1.77E-06
9.596087525,2.24E-06
9.598040769,9.99E-07
9.599994013,9.58E-07
9.601947257,3.07E-07
9.603900502,9.62E-07
9.605853746,8.52E-07
9.60780699,1.12E-06
9.609760234,1.50E-06
9.611713478,2.18E-06
9.613666722,1.17E-06
9.615619966,1.33E-06
9.61757321,7.83E-07
9.619526454,3.60E-07
9.621479698,4.00E-07
9.623432942,8.94E-07
9.625386186,1.12E-06
9.62733943,5.04E-07
9.629292674,9.42E-07
9.631245918,1.49E-06
9.633199162,8.19E-07
9.635152406,5.20E-07
9.63710565,3.93E-07
9.639058894,3.38E-07
9.641012139,8.96E-08
9.642965383,4.81E-07
9.644918627,1.23E-06
9.646871871,1.13E-06
9.648825115,1.10E-06
9.650778359,9.89E-07
9.652731603,9.48E-07
9.654684847,2.56E-07
9.656638091,7.07E-07
9.658591335,-7.45E-08
9.660544579,-2.67E-07
9.662497823,-1.82E-07
9.664451067,3.95E-07
9.666404311,6.90E-07
9.668357555,9.08E-07
9.670310799,1.25E-06
9.672264043,1.26E-06
9.674217287,-1.70E-07
9.676170531,-4.24E-07
9.678123776,-6.81E-07
9.68007702,-5.60E-07
9.682030264,-2.79E-07
9.683983508,6.12E-07
9.685936752,4.27E-07
9.687889996,8.16E-07
9.68984324,6.62E-07
9.691796484,8.58E-07
9.693749728,-1.12E-07
9.695702972,-3.94E-07
9.697656216,-2.33E-07
9.69960946,-3.62E-07
9.701562704,-2.09E-07
9.703515948,3.43E-07
9.705469192,7.25E-07
9.707422436,4.39E-07
9.70937568,6.82E-07
9.711328924,7.02E-07
9.713282168,4.19E-07
9.715235413,-5.60E-07
9.717188657,-1.92E-07
9.719141901,-6.63E-07
9.721095145,-2.92E-07
9.723048389,-1.38E-07
9.725001633,8.48E-07
9.726954877,5.41E-07
9.728908121,8.38E-07
9.730861365,8.31E-07
9.732814609,2.84E-07
9.734767853,-3.50E-07
9.736721097,-4.23E-07
9.738674341,-3.71E-07
9.740627585,-3.37E-07
9.742580829,-1.77E-07
9.744534073,6.83E-07
9.746487317,5.94E-07
9.748440561,7.69E-07
9.750393805,6.96E-07
9.75234705,6.41E-07
9.754300294,-2.86E-07
9.756253538,-4.51E-08
9.758206782,-1.37E-07
9.760160026,-1.84E-07
9.76211327,-1.63E-08
9.764066514,5.29E-07
9.766019758,8.77E-07
9.767973002,7.07E-07
9.769926246,8.61E-07
9.77187949,8.44E-07
9.773832734,1.46E-07
9.775785978,-1.29E-07
9.777739222,1.49E-07
9.779692466,4.60E-08
9.78164571,-1.67E-08
9.783598954,5.49E-07
9.785552198,7.27E-07
9.787505442,3.77E-08
9.789458687,4.43E-07
9.791411931,3.82E-07
9.793365175,1.98E-07
9.795318419,6.48E-08
9.797271663,5.14E-07
9.799224907,5.55E-07
9.801178151,1.03E-07
9.803131395,1.33E-07
9.805084639,4.72E-07
9.807037883,2.88E-07
9.808991127,1.16E-07
9.810944371,6.88E-07
9.812897615,2.45E-07
9.814850859,8.68E-08
9.816804103,1.56E-08
9.818757347,1.66E-07
9.820710591,-7.84E-08
9.822663835,2.64E-08
9.824617079,5.63E-07
9.826570324,5.64E-07
9.828523568,7.83E-07
9.830476812,7.55E-07
9.832430056,9.19E-07
9.8343833,-3.57E-07
9.836336544,-2.41E-07
9.838289788,-5.91E-07
9.840243032,-4.81E-07
9.842196276,-4.74E-07
9.84414952,4.51E-07
9.846102764,9.52E-07
9.848056008,1.18E-06
9.850009252,1.00E-06
9.851962496,5.42E-07
9.85391574,-3.00E-07
9.855868984,-6.38E-07
9.857822228,-3.67E-07
9.859775472,-2.62E-07
9.861728716,-4.30E-08
9.863681961,3.61E-07
9.865635205,9.49E-07
9.867588449,7.14E-07
9.869541693,7.82E-07
9.871494937,1.09E-06
9.873448181,2.69E-07
9.875401425,-6.43E-08
9.877354669,-1.02E-07
9.879307913,-2.75E-07
9.881261157,-3.47E-07
9.883214401,-3.41E-08
9.885167645,8.44E-07
9.887120889,7.55E-07
9.889074133,1.15E-06
9.891027377,1.14E-06
9.892980621,6.30E-07
9.894933865,-2.78E-07
9.896887109,-4.55E-07
9.898840353,-3.54E-07
9.900793597,-2.18E-07
9.902746842,4.24E-09
9.904700086,7.32E-07
9.90665333,7.84E-07
9.908606574,8.37E-07
9.910559818,8.90E-07
9.912513062,7.21E-07
9.914466306,-1.27E-07
9.91641955,-1.73E-07
9.918372794,-6.00E-07
9.920326038,-6.48E-07
9.922279282,-5.44E-07
9.924232526,4.66E-07
9.92618577,9.27E-07
9.928139014,8.48E-07
9.930092258,9.82E-07
9.932045502,8.03E-07
9.933998746,-3.59E-08
9.93595199,-4.98E-07
9.937905234,-3.99E-07
9.939858479,-4.99E-07
9.941811723,-3.34E-07
9.943764967,4.81E-07
9.945718211,7.74E-07
9.947671455,9.85E-07
9.949624699,8.08E-07
9.951577943,7.50E-07
9.953531187,-7.38E-08
9.955484431,-4.39E-07
9.957437675,-4.04E-07
9.959390919,-4.73E-07
9.961344163,-3.09E-07
9.963297407,2.56E-07
9.965250651,9.49E-07
9.967203895,6.26E-07
9.969157139,8.35E-07
9.971110383,5.33E-07
9.973063627,3.09E-07
9.975016871,-5.04E-07
9.976970116,-1.25E-07
9.97892336,-4.57E-07
9.980876604,-5.99E-07
9.982829848,-4.39E-07
9.984783092,2.98E-07
9.986736336,4.31E-07
9.98868958,4.98E-07
9.990642824,9.32E-07
9.992596068,6.94E-07
9.994549312,-3.25E-07
9.996502556,-3.36E-07
9.9984558,-5.47E-07
10.00040904,-6.23E-07
10.00236229,-3.90E-07
10.00431553,3.66E-07
10.00626878,7.37E-07
10.00822202,8.15E-07
10.01017526,8.46E-07
10.01212851,3.93E-07
10.01408175,-5.05E-07
10.016035,-6.02E-07
10.01798824,-5.32E-07
10.01994148,-8.66E-08
10.02189473,-3.77E-07
10.02384797,4.84E-07
10.02580122,5.31E-07
10.02775446,2.57E-07
10.0297077,4.22E-07
10.03166095,5.44E-07
10.03361419,1.10E-07
10.03556744,-5.75E-07
10.03752068,-2.06E-07
10.03947393,-6.00E-07
10.04142717,-5.17E-07
10.04338041,4.50E-08
10.04533366,5.24E-07
10.0472869,9.60E-07
10.04924015,7.42E-07
10.05119339,5.83E-07
10.05314663,8.87E-08
10.05509988,-6.85E-07
10.05705312,-4.55E-07
10.05900637,-5.21E-07
10.06095961,-2.63E-07
10.06291285,-1.08E-07
10.0648661,8.61E-07
10.06681934,7.05E-07
10.06877259,7.45E-07
10.07072583,7.66E-07
10.07267907,8.53E-07
10.07463232,-4.42E-07
10.07658556,-4.25E-07
10.07853881,-4.42E-07
10.08049205,-3.33E-07
10.08244529,-1.86E-07
10.08439854,8.90E-07
10.08635178,9.55E-07
10.08830503,9.41E-07
10.09025827,8.47E-07
10.09221151,6.49E-07
10.09416476,-2.94E-07
10.096118,-3.61E-07
10.09807125,-4.77E-07
10.10002449,2.16E-07
10.10197773,-2.21E-07
10.10393098,1.03E-06
10.10588422,1.05E-06
10.10783747,8.66E-07
10.10979071,1.60E-06
10.11174396,9.98E-07
10.1136972,4.35E-07
10.11565044,-1.96E-07
10.11760369,-1.95E-07
10.11955693,-1.65E-07
10.12151018,-1.32E-07
10.12346342,9.72E-07
10.12541666,1.87E-06
10.12736991,1.51E-06
10.12932315,1.54E-06
10.1312764,1.29E-06
10.13322964,8.23E-07
10.13518288,-2.26E-07
10.13713613,2.06E-07
10.13908937,4.96E-07
10.14104262,3.73E-07
10.14299586,5.55E-07
10.1449491,1.57E-06
10.14690235,1.57E-06
10.14885559,1.56E-06
10.15080884,1.72E-06
10.15276208,1.78E-06
10.15471532,9.51E-07
10.15666857,9.61E-07
10.15862181,8.17E-07
10.16057506,6.17E-07
10.1625283,6.06E-07
10.16448154,1.77E-06
10.16643479,1.92E-06
10.16838803,2.33E-06
10.17034128,2.31E-06
10.17229452,1.74E-06
10.17424776,1.65E-06
10.17620101,8.05E-07
10.17815425,1.61E-06
10.1801075,1.28E-06
10.18206074,1.43E-06
10.18401399,2.57E-06
10.18596723,2.19E-06
10.18792047,2.57E-06
10.18987372,2.98E-06
10.19182696,2.85E-06
10.19378021,1.35E-06
10.19573345,1.28E-06
10.19768669,1.98E-06
10.19963994,2.20E-06
10.20159318,2.01E-06
10.20354643,2.21E-06
10.20549967,3.11E-06
10.20745291,2.93E-06
10.20940616,3.47E-06
10.2113594,3.66E-06
10.21331265,3.12E-06
10.21526589,2.24E-06
10.21721913,1.88E-06
10.21917238,2.53E-06
10.22112562,2.13E-06
10.22307887,2.59E-06
10.22503211,3.31E-06
10.22698535,3.92E-06
10.2289386,4.77E-06
10.23089184,4.71E-06
10.23284509,3.91E-06
10.23479833,2.56E-06
10.23675157,3.15E-06
10.23870482,2.11E-06
10.24065806,2.59E-06
10.24261131,3.38E-06
10.24456455,4.09E-06
10.24651779,3.58E-06
10.24847104,4.56E-06
10.25042428,5.55E-06
10.25237753,5.28E-06
10.25433077,3.67E-06
10.25628402,1.99E-06
10.25823726,1.30E-06
10.2601905,3.25E-06
10.26214375,2.96E-06
10.26409699,5.87E-06
10.26605024,7.06E-06
10.26800348,5.39E-06
10.26995672,5.26E-06
10.27190997,6.64E-06
10.27386321,4.00E-06
10.27581646,1.92E-06
10.2777697,2.07E-06
10.27972294,1.43E-06
10.28167619,1.67E-06
10.28362943,3.97E-06
10.28558268,7.26E-06
10.28753592,5.99E-06
10.28948916,5.88E-06
10.29144241,7.26E-06
10.29339565,2.26E-06
10.2953489,-8.71E-07
10.29730214,1.48E-06
10.29925538,5.05E-07
10.30120863,3.89E-06
10.30316187,4.29E-06
10.30511512,6.51E-06
10.30706836,4.00E-06
10.3090216,3.47E-06
10.31097485,2.48E-06
10.31292809,5.80E-06
10.31488134,3.24E-06
10.31683458,3.31E-07
10.31878782,-8.04E-07
10.32074107,-1.91E-06
10.32269431,1.57E-07
10.32464756,-1.17E-06
10.3266008,3.03E-06
10.32855404,4.58E-06
10.33050729,1.99E-06
10.33246053,5.63E-07
10.33441378,-9.33E-07
10.33636702,-2.05E-06
10.33832027,-3.05E-06
10.34027351,-4.25E-06
10.34222675,-2.58E-06
10.34418,-2.99E-06
10.34613324,-1.96E-06
10.34808649,-2.66E-06
10.35003973,-3.54E-06
10.35199297,-4.54E-06
10.35394622,-6.27E-06
10.35589946,-6.60E-06
10.35785271,-6.96E-06
10.35980595,-9.95E-06
10.36175919,-1.14E-05
10.36371244,-1.13E-05
10.36566568,-9.77E-06
10.36761893,-1.03E-05
10.36957217,-1.12E-05
10.37152541,-1.39E-05
10.37347866,-1.64E-05
10.3754319,-1.72E-05
10.37738515,-1.71E-05
10.37933839,-1.74E-05
10.38129163,-1.82E-05
10.38324488,-1.76E-05
10.38519812,-1.91E-05
10.38715137,-2.24E-05
10.38910461,-2.38E-05
10.39105785,-2.31E-05
10.3930111,-2.59E-05
10.39496434,-3.21E-05
10.39691759,-3.14E-05
10.39887083,-3.16E-05
10.40082407,-3.03E-05
10.40277732,-2.56E-05
10.40473056,-1.88E-05
10.40668381,-1.50E-05
10.40863705,-1.77E-05
10.4105903,-2.23E-05
10.41254354,-2.31E-05
10.41449678,-2.42E-05
10.41645003,-2.66E-05
10.41840327,-3.02E-05
10.42035652,-2.92E-05
10.42230976,-2.72E-05
10.424263,-2.55E-05
10.42621625,-2.44E-05
10.42816949,-2.45E-05
10.43012274,-2.18E-05
10.43207598,-2.16E-05
10.43402922,-2.05E-05
10.43598247,-1.90E-05
10.43793571,-1.76E-05
10.43988896,-1.67E-05
10.4418422,-1.39E-05
10.44379544,-1.46E-05
10.44574869,-1.43E-05
10.44770193,-1.29E-05
10.44965518,-1.26E-05
10.45160842,-1.14E-05
10.45356166,-8.22E-06
10.45551491,-4.17E-06
10.45746815,-5.16E-06
10.4594214,-3.63E-06
10.46137464,-3.13E-06
10.46332788,-5.33E-06
10.46528113,-6.34E-06
10.46723437,-1.34E-06
10.46918762,-4.53E-06
10.47114086,-5.25E-06
10.4730941,2.44E-06
10.47504735,2.53E-06
10.47700059,-3.11E-06
10.47895384,2.40E-06
10.48090708,-2.55E-06
10.48286033,-4.06E-06
10.48481357,-1.57E-07
10.48676681,6.45E-07
10.48872006,-2.09E-06
10.4906733,-2.65E-06
10.49262655,2.09E-06
10.49457979,1.99E-06
10.49653303,2.33E-06
10.49848628,4.28E-06
10.50043952,5.47E-06
10.50239277,3.34E-06
10.50434601,-3.05E-06
10.50629925,5.74E-07
10.5082525,2.07E-06
10.51020574,2.74E-06
10.51215899,2.16E-06
10.51411223,1.03E-06
10.51606547,2.50E-06
10.51801872,-1.92E-06
10.51997196,2.59E-07
10.52192521,-1.59E-06
10.52387845,-5.31E-07
10.52583169,-2.96E-06
10.52778494,-2.99E-06
10.52973818,-4.44E-06
10.53169143,-7.43E-06
10.53364467,-7.25E-06
10.53559791,-7.93E-06
10.53755116,-6.73E-06
10.5395044,-9.68E-06
10.54145765,-8.85E-06
10.54341089,-1.24E-05
10.54536413,-1.33E-05
10.54731738,-1.13E-05
10.54927062,-9.74E-06
